,seller_roleid,seller_name,price,first_onsale_price,area_name,collect_num,key_num,general_value,description
0,202001241402116-1-GBKBLFKZ93QXOW,学前班丶班长,660.0,1000.0,备战区,3,5,168,"缺少,弓张机,弓吕蒙,骑曹操,步皇甫嵩,弓吕布,步貂蝉,弓诸葛亮,骑徐庶"
0,202001250002116-1-IJBQ8GHSNEPHT5,玉米吹泡泡,1500.0,1888.0,征服赛季,2,8,295,"缺少,弓张机,步皇甫嵩,步貂蝉,弓诸葛亮,骑徐庶"
0,202001250102116-1-H97N0GUXYBZYD7,Gaoqxx,1400.0,1600.0,备战区,9,9,263,"缺少,步刘备,骑曹操,步貂蝉,弓诸葛亮"
0,202001081202116-1-JH4TEENNRZBWCT,神秘的老狮,1390.0,1500.0,备战区,4,6,319,"缺少,步皇甫嵩,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201912100702116-1-2QYMGOZFSCZ5WY,旺角咖喱鸡,1590.0,2580.0,征服赛季,24,7,345,"缺少,步刘备,弓张机,步董卓,骑张辽,步貂蝉,骑徐庶"
0,202001250102116-1-8TSAAWBLUSPBKR,将臣丿奉孝,200.0,400.0,征服赛季,0,0,88,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001240202116-1-9FHULGBQUOARM8,春秋灬六月三,280.0,280.0,备战区,3,1,133,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201911170102116-1-XOFDBTZKRCTAAM,速行军,1650.0,2000.0,备战区,26,8,291,"缺少,步皇甫嵩,弓吕布,骑马超,骑张辽,步貂蝉"
0,201912281002116-1-HYCA9G4UT2YSKO,废物,2500.0,2888.0,备战区,3,6,363,"缺少,弓张机,弓孙权,骑曹操,步皇甫嵩,弓吕布,弓诸葛亮,骑徐庶"
0,202001211602116-1-S543LHHYYYLXPL,暴走小公举,2200.0,4500.0,备战区,6,10,333,"缺少,弓张机,步皇甫嵩,骑张辽"
0,201912142002116-1-TTTLUNIZFDPI5D,以默,900.0,2300.0,备战区,7,5,260,"缺少,弓吕蒙,弓孙权,步皇甫嵩,步董卓,骑马超,骑张辽,弓诸葛亮,骑徐庶"
0,202001250002116-1-4EQO05MOBPQ5RO,皎若云间月,1900.0,2888.0,征服赛季,4,7,280,"缺少,弓孙权,步董卓,弓吕布,骑张辽,弓诸葛亮,骑徐庶"
0,202001220002116-1-HOXLL7BHVHA03R,美不美看大腿,1800.0,2500.0,征服赛季,1,5,248,"缺少,弓张机,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,骑徐庶"
0,202001241802116-1-HYST1EEGTD43CH,公孙青阳,1000.0,1000.0,备战区,0,5,211,"缺少,步刘备,弓张机,弓孙权,步皇甫嵩,步董卓,弓吕布,弓诸葛亮,骑徐庶"
0,201912262202116-1-UVXXXB8AWJWQ2A,晖晖向前冲,870.0,1100.0,备战区,7,3,140,"缺少,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001060802116-1-ADPV1HL1XBRTR0,小小飞儿,200.0,220.0,征服赛季,3,2,120,"缺少,步刘备,弓张机,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,202001011702116-1-USFLONHPYOSUHL,辽A大虾爬子,798.0,2200.0,备战区,19,6,192,"缺少,弓张机,弓孙权,步皇甫嵩,步董卓,骑马超,步貂蝉,骑徐庶"
0,202001240302116-1-9S7PWOGTDYHRKS,御丨殇氵子龍,1300.0,1300.0,备战区,15,8,319,"缺少,弓孙权,步皇甫嵩,弓吕布,骑马超,步貂蝉"
0,201912311402116-1-YI80QVO4QP7WB7,郝三郎,200.0,200.0,备战区,0,1,69,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,202001241702116-1-OMS17F29DPNRVM,嫩牛五方,200.0,249.0,备战区,5,1,142,"缺少,步刘备,弓张机,弓吕蒙,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001241302116-1-JIU7YSD05NWY8Q,哆啦A梦,1200.0,1200.0,备战区,0,4,175,"缺少,弓张机,弓孙权,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮"
0,202001240902116-1-VKCW8MGFE4KCE8,艾司徒,1300.0,2300.0,征服赛季,0,5,206,"缺少,弓张机,骑曹操,步皇甫嵩,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001241902116-1-YMDIYDPVBWBNPN,秦丶霸道,200.0,220.0,备战区,1,2,92,"缺少,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,202001241502116-1-NPTGH4N2XRTAFM,辣椒,666.0,888.0,征服赛季,7,5,255,"缺少,步刘备,骑曹操,步皇甫嵩,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001211702116-1-FQLYGGBYHKZUZN,新丰十三骑,1000.0,1000.0,备战区,1,3,114,"缺少,步刘备,弓张机,弓孙权,步皇甫嵩,步董卓,弓吕布,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201912182202116-1-CAVHK3BJIUEOOK,醉过方知酒浓,800.0,1500.0,备战区,4,5,249,"缺少,步刘备,弓张机,弓吕蒙,步皇甫嵩,步董卓,骑马超,弓诸葛亮,骑徐庶"
0,202001241402116-1-A58DYPDRGVBQWT,剑丨怒舔肥臀,2200.0,2500.0,征服赛季,0,5,189,"缺少,步刘备,弓张机,步皇甫嵩,弓吕布,骑马超,骑张辽,弓诸葛亮,骑徐庶"
0,202001241902116-1-COJ6MWXILHQGGM,眞饕,1000.0,1500.0,备战区,0,3,108,"缺少,步刘备,弓张机,弓孙权,骑曹操,步皇甫嵩,步董卓,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201912021202116-1-MIZE4PIQQT80FK,关云长在,380.0,399.0,备战区,1,1,139,"缺少,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001222202116-1-TGDOVT1TUXPAHK,LYF,400.0,435.0,备战区,3,4,183,"缺少,步刘备,弓张机,弓吕蒙,步皇甫嵩,步董卓,弓吕布,骑马超,步貂蝉,弓诸葛亮"
0,201912201502116-1-JIFVWNJZZV8DDR,九黎丶,1200.0,2000.0,备战区,6,7,269,"缺少,步刘备,弓孙权,步皇甫嵩,弓吕布,弓诸葛亮,骑徐庶"
0,202001212002116-1-KBIDDOJK70HUNR,迷人书,380.0,488.0,征服赛季,0,1,128,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001192302116-1-EFFQTY2WXRVNUE,薛城虎士军,888.0,888.0,备战区,1,6,215,"缺少,弓张机,骑曹操,步皇甫嵩,弓吕布,骑马超,步貂蝉,弓诸葛亮"
0,202001191102116-1-RPKYBLONTQYJSJ,桥,3500.0,3500.0,备战区,1,9,400,"缺少,弓张机,弓孙权,步皇甫嵩,弓吕布"
0,202001112002116-1-QADPPKEJO2BXPR,怀旧一波,1066.0,1700.0,备战区,6,6,243,"缺少,弓吕蒙,骑曹操,步皇甫嵩,步董卓,步貂蝉,弓诸葛亮,骑徐庶"
0,201912070202116-1-CO27RO8GFVO8FB,光环大帝,3666.0,4888.0,备战区,7,7,435,"缺少,弓孙权,步董卓,弓吕布,骑马超,弓诸葛亮,骑徐庶"
0,202001200402116-1-VCOIKYGZRIUCPN,潇丨拘灵遣将,600.0,600.0,征服赛季,0,5,154,"缺少,步刘备,弓张机,弓孙权,步皇甫嵩,弓吕布,骑张辽,步貂蝉,弓诸葛亮"
0,202001231402116-1-P58XL94MQHT6B9,逍遥丨墨秋,2189.0,2200.0,备战区,1,6,359,"缺少,步刘备,步皇甫嵩,步董卓,弓吕布,骑马超,弓诸葛亮,骑徐庶"
0,201910302302116-1-HTEB8CWYFVAGUN,贪婪的卡玛,1500.0,1500.0,备战区,7,8,338,"缺少,步刘备,步皇甫嵩,步董卓,骑张辽,骑徐庶"
0,201912191202116-1-AX1MNKFTU7C182,追风,1500.0,1000.0,征服赛季,11,5,285,"缺少,弓张机,弓孙权,步皇甫嵩,步董卓,弓吕布,步貂蝉,弓诸葛亮,骑徐庶"
0,202001181302116-1-HX447SB2JNHH7J,我是叼爆了,1500.0,2000.0,征服赛季,6,6,244,"缺少,弓张机,弓吕蒙,步皇甫嵩,步董卓,弓吕布,步貂蝉,骑徐庶"
0,202001041502116-1-YI28AOFGLFMKWC,齐天大圣,1000.0,1500.0,备战区,1,3,234,"缺少,步刘备,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,201912261502116-1-PGSQIAI0AS8WXH,名字被人抢了,870.0,1200.0,备战区,8,3,130,"缺少,弓张机,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,201912111902116-1-ENYITAXQO08TLY,xz,200.0,220.0,征服赛季,0,0,68,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201912101302116-1-17HDAFHWX7SAAL,鸿蒙丨盖伦,2800.0,4000.0,备战区,1,3,263,"缺少,弓张机,弓孙权,骑曹操,步皇甫嵩,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001241102116-1-VHCKAIJEH0RKZ3,轩辕丶天理,1000.0,1200.0,征服赛季,12,4,323,"缺少,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,弓诸葛亮,骑徐庶"
0,201910180402116-1-NKLXYS901SYRV1,龍丨天贵星,1600.0,1800.0,备战区,1,5,275,"缺少,步刘备,弓张机,步皇甫嵩,步董卓,弓吕布,骑马超,弓诸葛亮,骑徐庶"
0,202001241202116-1-U1PSIUOPJJVOT2,枪兵幸运E,1100.0,800.0,备战区,0,3,174,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,202001151602116-1-NCQLDMCYQCRDSW,回部落,200.0,200.0,征服赛季,5,0,40,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201912261802116-1-KZSJ7BU1WCYDPL,岁月,3100.0,3800.0,备战区,3,7,417,"缺少,弓张机,弓孙权,骑曹操,步皇甫嵩,骑马超,弓诸葛亮"
0,202001232102116-1-DDQZ3SB0PNOBIH,容城北军,1200.0,1200.0,征服赛季,4,6,251,"缺少,步刘备,弓吕蒙,步皇甫嵩,弓吕布,骑张辽,步貂蝉,弓诸葛亮"
0,202001232002116-1-6WBKGI1ULAQMWT,长戈圣光,260.0,288.0,征服赛季,1,1,135,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201912240802116-1-GQ26KBQRRKDFDN,晓丶徐凤年,1999.0,1999.0,备战区,20,4,370,"缺少,步刘备,弓吕蒙,步皇甫嵩,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001241302116-1-FFRJYEWBLNPSQO,一刀斩,650.0,700.0,征服赛季,12,7,229,"缺少,步刘备,弓孙权,步皇甫嵩,弓吕布,骑马超,骑徐庶"
0,202001091502116-1-PKDUNQRJCUPEPG,消失的流光,327.0,350.0,征服赛季,8,2,102,"缺少,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001171002116-1-YLRHQICFTBBBXS,蝶舞天涯,2000.0,2000.0,征服赛季,2,7,284,"缺少,弓张机,步皇甫嵩,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,201912222002116-1-RSBI4G1E2YSWK4,凡来韦诗,1998.0,2500.0,征服赛季,2,7,252,"缺少,弓张机,步董卓,弓吕布,骑张辽,步貂蝉,弓诸葛亮"
0,202001192002116-1-WFOYRIRPA88TOA,萧一一,500.0,500.0,备战区,0,1,117,"缺少,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001161002116-1-3FNWDFZZ8PY5CN,帝丨清风徐来,800.0,1000.0,备战区,6,4,236,"缺少,步刘备,弓张机,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,弓诸葛亮,骑徐庶"
0,202001222102116-1-NXKC5FOGV3GBSM,可爱多喵一岁,1111.0,1333.0,征服赛季,2,4,229,"缺少,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,202001010802116-1-S7ZCJJ98EOMIPG,帅苏苏,200.0,200.0,备战区,7,0,86,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001240502116-1-IO4RLYRWDAYIG4,漓天乄武祖,2100.0,2222.0,备战区,3,7,371,"缺少,弓吕蒙,弓孙权,步皇甫嵩,步貂蝉,弓诸葛亮,骑徐庶"
0,201910261702116-1-SGZLCJKCFCJLEZ,冷风吹,300.0,320.0,备战区,3,1,94,"缺少,步刘备,弓张机,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201911232302116-1-X4NOAMPC5XO4M9,五丈原十七骑,2000.0,3999.0,备战区,5,5,276,"缺少,弓吕蒙,骑曹操,步董卓,弓吕布,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,202001070002116-1-NJQB19YGFQXHEY,呐呐呐呐,200.0,200.0,备战区,5,2,114,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,步皇甫嵩,步董卓,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001231002116-1-W8ZINOL0T7JDX2,戰丨止战之殇,999.0,999.0,备战区,1,4,139,"缺少,弓张机,弓吕蒙,弓孙权,步皇甫嵩,步董卓,弓吕布,步貂蝉,弓诸葛亮,骑徐庶"
0,201910282202116-1-LPYZDS1L9Q5DYZ,跑跑大队,1300.0,3000.0,备战区,21,5,403,"缺少,步刘备,弓孙权,骑曹操,步皇甫嵩,步董卓,步貂蝉,弓诸葛亮,骑徐庶"
0,201910311502116-1-HCCCSEUMVDH5XQ,梦丶小旋风,2588.0,4900.0,备战区,2,7,418,"缺少,步刘备,弓张机,骑曹操,步皇甫嵩,步貂蝉,骑徐庶"
0,202001241102116-1-AFUTYZYTJ7VTZB,纵横也无敌,688.88,898.0,征服赛季,16,5,227,"缺少,弓吕蒙,弓孙权,骑曹操,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮"
0,202001081202116-1-5IUQQXO5ECCP71,粤西蛮王,2300.0,3300.0,征服赛季,4,5,441,"缺少,步刘备,弓孙权,步皇甫嵩,步董卓,弓吕布,步貂蝉,弓诸葛亮,骑徐庶"
0,201912110902116-1-FQOGT4GNAMJN4P,軍魂丨春申君,648.0,899.0,备战区,19,6,240,"缺少,步刘备,弓张机,骑曹操,步皇甫嵩,骑张辽,步貂蝉,骑徐庶"
0,202001060102116-1-E10A7JHSVZOLJV,暗影灬初見,2444.0,3888.88,征服赛季,5,7,302,"缺少,弓张机,步皇甫嵩,弓吕布,骑马超,骑张辽,骑徐庶"
0,201912230902116-1-AZ04IWCKFK9RDJ,天辰丶夜雨,980.0,1000.0,征服赛季,10,4,238,"缺少,弓张机,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑张辽,步貂蝉,弓诸葛亮"
0,201912102002116-1-FLBKZWOEIGQZXQ,东吴独立团,790.0,880.0,备战区,10,2,196,"缺少,步刘备,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001232202116-1-O6IZDSUOGNA5LH,静默如烟,2100.0,2100.0,备战区,3,9,340,"缺少,步皇甫嵩,步董卓,骑张辽,弓诸葛亮"
0,201912111102116-1-VLGXKTSUIGVWE5,一股倾城泪,1888.0,2200.0,征服赛季,23,7,363,"缺少,弓孙权,步皇甫嵩,弓吕布,骑马超,弓诸葛亮,骑徐庶"
0,202001080902116-1-0CJJEUGX32HU3T,郭家大少,650.0,600.0,征服赛季,4,4,126,"缺少,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑张辽,步貂蝉"
0,201907131402116-1-DRRIKBVCAHJ2RY,血色丶书生,3499.0,2600.0,备战区,23,8,361,"缺少,弓孙权,步皇甫嵩,骑张辽,弓诸葛亮,骑徐庶"
0,201911240402116-1-O4OE4QUY4BSCU8,amanda,750.0,1500.0,备战区,15,3,224,"缺少,步刘备,弓张机,弓孙权,步皇甫嵩,步董卓,弓吕布,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,202001231402116-1-6VZIIKSCBNEBL6,乳苏老师,600.0,490.0,备战区,1,3,198,"缺少,步刘备,弓张机,弓孙权,步皇甫嵩,步董卓,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201908180102116-1-E9J96WZ4FPCJVM,昭烈護衛軍,933.0,2000.0,备战区,3,3,289,"缺少,步刘备,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,弓诸葛亮,骑徐庶"
0,201912261502116-1-IR4GGFR78NXQAC,玉门乞活军,200.0,276.0,征服赛季,1,2,76,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,步皇甫嵩,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001212302116-1-34RBZYZKZTEPXV,帝丨鬼魅,540.0,650.0,征服赛季,2,5,213,"缺少,步刘备,骑曹操,步皇甫嵩,步董卓,弓吕布,骑张辽,步貂蝉,弓诸葛亮"
0,201912290202116-1-QCR4PIF1DXC9NC,茂名白给刀郎,1130.0,200.0,备战区,8,7,296,"缺少,弓张机,弓吕蒙,弓吕布,骑马超,步貂蝉,弓诸葛亮"
0,202001042002116-1-YYL3AI9HEOVY5B,韭菜豆腐,1200.0,1600.0,备战区,17,7,320,"缺少,步刘备,弓张机,弓孙权,步皇甫嵩,步貂蝉,骑徐庶"
0,202001101702116-1-SL0GUEHXKDFLCA,夜飞羽,460.0,520.0,备战区,5,4,190,"缺少,步刘备,弓吕蒙,弓孙权,步皇甫嵩,步董卓,弓吕布,骑马超,步貂蝉,弓诸葛亮"
0,201911141502116-1-2CJBQGK0F2BVCH,锦乄天策豆脑,3384.0,20000.0,备战区,20,8,409,"缺少,步皇甫嵩,步董卓,弓吕布,步貂蝉,弓诸葛亮"
0,201912311402116-1-PTCKS7EZ7B3PQO,迟一,3200.0,3000.0,征服赛季,12,9,333,"缺少,步董卓,弓吕布,骑张辽,骑徐庶"
0,202001031702116-1-ZOH81QPHUISYTH,划船用桨吧,1600.0,1800.0,备战区,5,7,347,"缺少,弓张机,弓吕蒙,弓孙权,骑曹操,步董卓,骑徐庶"
0,202001131902116-1-V6TZKDSQVAV8MD,圣殿,1188.0,200.0,备战区,2,3,215,"缺少,弓张机,弓吕蒙,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201908262202116-1-GK35ZKDENKGJHA,天丨思念成海,688.0,788.0,备战区,22,3,205,"缺少,步刘备,弓张机,弓孙权,骑曹操,步董卓,弓吕布,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201912192102116-1-54TGCCIHEYVNQE,腐朽的资本家,1450.0,1499.0,备战区,15,6,280,"缺少,弓孙权,步皇甫嵩,步董卓,骑马超,骑张辽,步貂蝉,弓诸葛亮"
0,202001232102116-1-NE47TORZVEYJYZ,沐丨姬野,300.0,400.0,备战区,0,2,91,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,步皇甫嵩,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001220902116-1-TYR3GRFL78AEEP,姑苏小霸王,2200.0,1680.0,征服赛季,2,6,310,"缺少,步刘备,骑曹操,步皇甫嵩,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201912240902116-1-QCNNIZFJHK0FM8,鬼域丨楚江王,435.0,600.0,备战区,4,2,150,"缺少,步刘备,弓张机,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201812050702116-1-P2DAFLJZFDSIRX,东吴重弩兵,200.0,200.0,备战区,5,1,97,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,201910231702116-1-PBUTAIFW4CTHLG,聖丨天马,1588.0,1988.0,备战区,20,6,232,"缺少,弓张机,步皇甫嵩,步董卓,弓吕布,骑张辽,步貂蝉,骑徐庶"
0,202001232002116-1-OW207X9KHT6HEL,满汉全席,1100.0,1200.0,备战区,6,5,217,"缺少,步刘备,弓吕蒙,弓孙权,步董卓,弓吕布,步貂蝉,弓诸葛亮,骑徐庶"
0,202001230102116-1-AHHFGOVSRZZI7P,鲨鱼辣椒丶,1600.0,1700.0,征服赛季,25,6,300,"缺少,弓张机,弓孙权,步皇甫嵩,步董卓,骑马超,步貂蝉,骑徐庶"
0,202001051902116-1-NAO4F59NH8TIJN,羽卫,400.0,500.0,备战区,7,5,198,"缺少,步刘备,弓张机,弓吕蒙,骑曹操,步皇甫嵩,骑马超,步貂蝉,弓诸葛亮"
0,202001161502116-1-QGCA7OD3JECSWA,率土鬼才,3000.0,3000.0,备战区,14,10,347,"缺少,弓吕布,骑马超,步貂蝉"
0,202001070502116-1-ZTILN32HXKVO26,江声十三少,1080.0,2888.0,备战区,0,4,228,"缺少,弓张机,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,202001101702116-1-87WFFIGILTEPHS,Yuan,200.0,200.0,备战区,1,0,84,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201908232102116-1-UOFYNMFLBIPXME,橙子橘子果酱,1900.0,2000.0,备战区,6,6,255,"缺少,步刘备,弓张机,步皇甫嵩,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001221502116-1-5IVDXRKNPQO6FX,风中浮沉,1200.0,1200.0,备战区,1,6,281,"缺少,弓吕蒙,步皇甫嵩,弓吕布,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,201912132002116-1-3FZES1E8FENJXX,煌丨以戈止武,250.0,300.0,征服赛季,3,4,127,"缺少,步刘备,弓张机,弓吕蒙,骑曹操,步皇甫嵩,骑马超,骑张辽,步貂蝉,弓诸葛亮"
0,201912231202116-1-XLNU79ZVOGTOW2,御叶追风,2500.0,2500.0,备战区,34,9,417,"缺少,弓孙权,骑曹操,步皇甫嵩,骑徐庶"
0,202001060902116-1-NIWAROAZQOGLHQ,初心勿忘,1888.0,2999.0,征服赛季,7,7,289,"缺少,弓张机,骑曹操,步皇甫嵩,骑马超,骑张辽,骑徐庶"
0,202001192102116-1-0V7H9WAB7S6JOW,笑破良,1500.0,2000.0,征服赛季,1,3,145,"缺少,弓张机,弓孙权,骑曹操,步皇甫嵩,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201909072002116-1-W43HB378FPZIQK,御丨赢政,700.0,950.0,备战区,9,4,273,"缺少,步刘备,弓张机,弓吕蒙,骑曹操,步皇甫嵩,步董卓,骑马超,弓诸葛亮,骑徐庶"
0,202001071402116-1-XBYRPKMWB9RIL5,孤鸟,500.0,700.0,备战区,6,3,203,"缺少,步刘备,弓吕蒙,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001231602116-1-N3Y3MWVVIUQWTX,御龙归故里,280.0,200.0,备战区,17,2,180,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,步貂蝉,骑徐庶"
0,202001211602116-1-UVH18OOGZIW4JF,红豆加布丁,600.0,800.0,备战区,8,5,195,"缺少,步刘备,弓张机,弓孙权,步皇甫嵩,步董卓,步貂蝉,弓诸葛亮,骑徐庶"
0,202001222302116-1-AK3DGO4ITWK4RO,帝丨无常,500.0,500.0,征服赛季,1,1,88,"缺少,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001231602116-1-YCKRF40XICYDON,xiao律,400.0,400.0,备战区,0,2,94,"缺少,步刘备,弓张机,弓吕蒙,骑曹操,步皇甫嵩,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,201911041102116-1-2I38XXPZYHPNQY,天生有范,2888.0,8000.0,备战区,37,7,417,"缺少,弓孙权,步皇甫嵩,弓吕布,步貂蝉,弓诸葛亮,骑徐庶"
0,202001191002116-1-C6GQZ7TQVKXJHB,山海丨落雾,480.0,500.0,征服赛季,2,4,186,"缺少,弓张机,弓吕蒙,弓孙权,骑曹操,步皇甫嵩,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,201904210902116-1-SDIBTYOP4YORDL,臣征战沙场,3000.0,2500.0,备战区,30,7,365,"缺少,弓张机,弓吕蒙,弓孙权,步皇甫嵩,弓诸葛亮,骑徐庶"
0,202001191802116-1-GJORTAZ6B5OFGV,高平击刹军,880.0,880.0,备战区,3,7,197,"缺少,弓吕蒙,弓孙权,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,202001181502116-1-HJ7W5SN4UCBPGW,糯丨佛跳墙,2200.0,2500.0,征服赛季,7,8,322,"缺少,步皇甫嵩,骑马超,步貂蝉,弓诸葛亮,骑徐庶"
0,201911132202116-1-WBUZ022F4PS4MR,朱河,866.0,1198.0,备战区,35,3,294,"缺少,步刘备,弓张机,骑曹操,步皇甫嵩,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001231202116-1-ZT1MQZLDWDN0CO,晃眼,200.0,300.0,备战区,9,1,96,"缺少,步刘备,弓张机,弓吕蒙,弓孙权,步皇甫嵩,步董卓,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
0,202001231302116-1-C4ERLKFWDRXSXL,仁卿,700.0,1000.0,备战区,17,6,245,"缺少,弓张机,弓吕布,骑马超,骑张辽,步貂蝉,弓诸葛亮,骑徐庶"
