,seller_roleid,seller_name,price,first_onsale_price,area_name,collect_num,key_num,general_value,skill_value
0,202001272102116-1-6FTHXZ5TT4G1KT,清水师兄,1300.0,1500.0,备战区,11,7,252,1
0,201906112302116-1-NBDVREJR8NVFXJ,辛鹤我大哥,608.0,470.0,备战区,17,2,162,1
0,201911092202116-1-QMWMN7K08GLF1E,上将潘凤,2500.0,4000.0,备战区,20,7,284,1
0,202001261502116-1-8TJOZ2OGLOBDW9,讨篡汉之逆贼,200.0,200.0,征服赛季,3,2,118,1
0,202001271602116-1-KNJUWHY0PZG9FY,濮念阿墓,2500.0,1800.0,征服赛季,2,7,316,1
0,201908032202116-1-V7Q5INBC88UPRD,白马丨青帝丶,2000.0,2500.0,备战区,20,6,251,1
0,201912201502116-1-8AO5XDC38IT69G,打遍全世界,3200.0,4000.0,备战区,16,9,346,1
0,202001271802116-1-ABZDNPB1QJSCSH,情浅灬七妖,1666.0,1866.0,征服赛季,1,6,145,1
0,202001021102116-1-8NAVEVGGW5RQ62,一代宗师,1500.0,2000.0,备战区,17,8,261,1
0,202001271302116-1-B6SN8VKVC2NMOA,龙银云青,3999.0,3999.0,征服赛季,4,9,331,1
0,201912291202116-1-VPPHBTZZWPKN6W,乘风破浪丶,409.0,499.0,备战区,8,5,157,1
0,202001271802116-1-B7GLLVVUDVRYXZ,忻州十三郎,280.0,280.0,备战区,10,2,117,1
0,202001101502116-1-NAXYYML7ZAOQAH,乐浪虎卫军,388.0,648.0,备战区,3,2,85,1
0,202001271802116-1-YEDPRLEVXOWLAF,岁笙丨魏武,3000.0,4599.0,征服赛季,2,9,215,1
0,202001071302116-1-XARHP8HP9MYSY6,百鬼干将,200.0,500.0,征服赛季,7,3,107,1
0,202001271402116-1-IPWWAQQCSDLNDL,欲速者丶不打,2000.0,2000.0,备战区,3,6,220,1
0,201912151302116-1-JIHPGQZK2RMNRS,齐郡散骑,399.0,599.0,备战区,0,1,50,1
0,201912071802116-1-8DJZQUL0I6VURG,神原也无敌,588.0,1000.0,备战区,17,5,155,1
0,201907272302116-1-TGCAWIYXHTEYCE,犁阳甲兵,800.0,799.0,备战区,12,3,169,1
0,202001191002116-1-TNMUTNUI7FDK4Q,袍哥丶甩一杆,2500.0,2500.0,征服赛季,0,6,237,1
0,202001112302116-1-UIH5AHIJRGVZR3,半世丶浮生,1069.0,2500.0,征服赛季,6,5,164,1
0,202001271302116-1-GGLD6PLCAFXF22,流沙丨飞将,2500.0,2000.0,征服赛季,3,8,227,1
0,202001212202116-1-NF1YJV7TKVEQTU,蒙阴铁浮屠,200.0,200.0,备战区,0,0,21,1
0,202001121502116-1-41UX2EBNBBAP1A,新阳骁骑军,200.0,200.0,备战区,2,0,75,1
0,201912062202116-1-Z8NW8SYVARUPK6,铣,520.0,500.0,备战区,8,4,140,1
0,202001271402116-1-MYLGZ9JCKLNABW,冲锋,1420.0,200.0,征服赛季,9,6,245,1
0,202001251602116-1-HSSTONGVFCEQUW,不服就是寒,400.0,800.0,备战区,2,1,112,1
0,202001270102116-1-VWTNB48AZ2FTFU,止戈丨半支烟,800.0,888.0,征服赛季,1,4,201,1
0,202001121002116-1-DHRWLBPCBSQRQL,秦孝公,3200.0,3300.0,征服赛季,13,10,255,1
0,202001142002116-1-GSK0FJHEL1UQKK,洛丶覆甲士,3299.0,3500.0,征服赛季,33,7,354,1
0,202001270002116-1-IS4O91MWTGFDFX,我是你大佬,2222.0,1888.0,备战区,3,7,325,1
0,201912110902116-1-4GRB8EDICREPUT,墨丨右耳年华,3100.0,3500.0,征服赛季,6,8,305,1
0,202001271402116-1-CEEPMEZQF9SQKQ,痴迷淡然,618.0,618.0,征服赛季,0,1,93,1
0,202001271402116-1-RSYKSQCIKMK4DH,野孩子,888.0,888.0,征服赛季,0,4,120,1
0,201903282002116-1-ELTXMZ370S0WWL,双子达人,222.0,200.0,备战区,5,2,66,1
0,202001081502116-1-YCGTHHOTD7OHTU,焚丨长青,752.0,550.0,征服赛季,15,6,180,1
0,202001271402116-1-3YCO5E249HOKVU,灰色帽檐,500.0,500.0,征服赛季,0,0,91,1
0,202001271402116-1-NY2O9MGZWKWLHM,S丶美国队长,1999.0,2399.0,征服赛季,2,8,352,1
0,202001271402116-1-VYJDUVIBELXFDK,S丶奇异博士,1899.0,1899.0,征服赛季,4,5,291,1
0,202001260902116-1-37LUPX4UVMOSKI,随丿风,1998.0,1998.0,征服赛季,26,6,365,1
0,202001271302116-1-FCMTIWSFGBYPY4,金兜兜,888.0,888.0,征服赛季,3,6,193,1
0,201912252302116-1-PQULOP7KPVD4WH,21,1900.0,3000.0,备战区,21,6,294,1
0,202001111402116-1-HYSMVMTBSLXJ8V,执剑丨六六,750.0,899.0,备战区,12,5,172,1
0,202001111402116-1-HYSMVMTBSLXJ8V,执剑丨六六,750.0,899.0,备战区,12,5,172,1
0,202001032002116-1-96A5UD6LRRA6VP,爮苞米的呆弟,200.0,200.0,备战区,0,2,86,1
0,201912290102116-1-ZVPXJ1IAT2XSNZ,翊人之夏,520.0,550.0,备战区,24,3,191,1
0,202001101702116-1-AP7BTORI2MDIUE,阳武十七骑,648.0,801.0,备战区,8,4,140,1
0,201912290002116-1-3ST2TFKLRFYUQ6,帝丨问天,1650.0,2180.0,备战区,1,7,139,1
0,202001112002116-1-IY9HU7GRODOHIE,种田狼,1000.0,1000.0,备战区,8,7,299,1
0,202001251702116-1-GWU8KLG1XEVSUC,骨凉,370.0,530.0,备战区,0,0,130,1
0,201912282002116-1-V3BZUXRWPLMWRC,大都督他爸,200.0,200.0,备战区,9,1,69,1
0,202001251002116-1-GRMVXZYMBSTTSN,吕泉,220.0,220.0,备战区,0,1,76,1
0,202001111702116-1-FDQHJKZONWFO4V,山河丨顺平,499.0,1199.0,备战区,11,4,110,1
0,202001270102116-1-LEPAO1HUPRWDNX,五虎上将张飞,200.0,200.0,备战区,1,4,153,1
0,201912252202116-1-UOF47OKD6OOKFF,问鼎丶炸天,2200.0,2900.0,备战区,8,8,210,1
0,202001111802116-1-FKVKTVFX0EUFPL,YY丿七殇,650.0,888.0,征服赛季,5,1,224,1
0,201912271902116-1-E0DVIP30QPFGO3,画楼丶释迦,1000.0,1000.0,征服赛季,13,5,154,1
0,201908231502116-1-S9VGPZZZWAAQ9N,生于未来,1999.0,3699.0,备战区,17,5,268,1
0,201912241102116-1-TWS3LRT3HJ5BJ0,萌丨序曲,1800.0,2000.0,备战区,12,7,186,1
0,201908081402116-1-GS13TPWAEUH06H,凌丨阿忒弥斯,2666.0,4000.0,备战区,16,7,261,1
0,201912171902116-1-HMNWFEGVC1JCTO,路边不拾遗,550.0,550.0,征服赛季,3,2,139,1
0,202001082002116-1-V4BVFEBGDPPQZS,想念你的吻,200.0,200.0,征服赛季,7,1,108,1
0,201912011702116-1-VS2ZTTJY9FHOOQ,解烦l细雨,3400.0,3900.0,备战区,32,8,313,1
0,201911250902116-1-RX4NM9DWPBSHKI,君灬血煞,900.0,1200.0,备战区,33,6,139,1
0,202001270702116-1-WIKZ8NHPJ6GWMY,感悟四季,2999.0,3680.0,征服赛季,2,10,317,1
0,202001231902116-1-MVQLDFIGV8SBP9,汐緒金陵,1999.0,1888.0,备战区,1,7,327,1
0,201910102202116-1-WPJNFWOOTYSLOM,海陵骁骑军,600.0,700.0,备战区,6,4,128,1
0,201911291002116-1-1NSAQZCBQGBIPH,南国殷色,666.0,1200.0,征服赛季,14,4,142,1
0,202001270002116-1-IALD9K4IC7WJAM,我子我子,200.0,200.0,征服赛季,4,3,91,1
0,202001111802116-1-39SKQCVZNZHCG8,醉花间丨圆梦,3299.0,4000.0,备战区,10,8,359,1
0,202001261802116-1-OEBXGZ3WGKKUCN,小小千爷,200.0,200.0,征服赛季,7,1,84,1
0,202001261502116-1-9QWPLWDAJWOZQT,珏丨熊起,3800.0,3800.0,备战区,1,7,324,1
0,202001270002116-1-GKDIVYU4MMFHU9,御丶止戈为武,299.0,299.0,征服赛季,9,4,169,1
0,202001270602116-1-Z8RSIXQRADI63E,季语离何欢,3600.0,4500.0,征服赛季,0,7,149,1
0,202001270102116-1-HHMVUQBGND3UAW,大貂寺,2500.0,2500.0,备战区,6,7,427,1
0,201912281002116-1-BUKUBPCDSXK9KJ,昊丨白马五爪,1600.0,1888.0,征服赛季,2,4,298,1
0,201912210002116-1-BJPAPFVUANBXGE,乌伤戚家军,1399.0,1999.0,征服赛季,6,7,238,1
0,202001261802116-1-FY2JYEONDB570Z,锐锐,200.0,200.0,备战区,2,1,84,1
0,201912171202116-1-AANRY0VKIBLJDN,极度健,200.0,200.0,备战区,1,1,106,1
0,202001251802116-1-XGGYGPBZSTHNWW,阿左,1888.0,2000.0,备战区,0,9,279,1
0,202001261702116-1-GF1CZGV06908CO,陌刀丶大王,1100.0,1200.0,征服赛季,8,6,277,1
0,201912271702116-1-MFJYMDRKBX7LZ1,龙卷雨击,1450.0,1500.0,备战区,11,6,186,1
0,202001111902116-1-JRKK8L980UHYR1,沽酒,635.0,255.0,备战区,49,5,157,1
0,202001262202116-1-HYA4BX5ZWIX3OQ,微微小将,200.0,300.0,备战区,1,1,87,1
0,202001240902116-1-A7IHRU52QBSFZR,MELO,1088.0,1280.0,征服赛季,9,3,162,1
0,202001270002116-1-32QDJUT1ZIOYIA,微笑的卡卡,1000.0,1100.0,征服赛季,7,6,215,1
0,201912271802116-1-93ZG9DWLUOZAGY,镇南候丶汉,2499.0,3200.0,备战区,1,6,330,1
0,202001261402116-1-JY7PR57RNWGHV9,翔哥啊,2300.0,2300.0,备战区,6,6,290,1
0,202001262302116-1-YLLFSRFFILMZD8,半世疯癫,1499.0,1888.0,征服赛季,1,7,265,1
0,202001262202116-1-UIY7TKJXKWTLAU,柒一一,2200.0,2500.0,征服赛季,0,4,196,1
0,202001061602116-1-VNESQXIFQ2CIJF,兰陵骁骑军,3000.0,3500.0,征服赛季,6,9,256,1
0,202001262202116-1-M8IDIVKC5CGB3Q,新兴南军,1800.0,2600.0,备战区,7,8,279,1
0,202001111202116-1-P04BGRNARBIK0F,披着丿羊皮,200.0,500.0,备战区,0,2,114,1
0,201912271502116-1-ZSCLSSTYVNIV6D,自由战神,450.0,500.0,备战区,4,1,104,1
0,202001262102116-1-O4HFM4WS2YIVRH,少女丨铁观音,1600.0,1900.0,备战区,0,3,267,1
0,202001201402116-1-VTX8NTIAN9Z4ZV,隔壁家的小张,650.0,650.0,征服赛季,0,3,109,1
0,202001261802116-1-AFR8VM5SJVAKZV,ATM丨蓝調,3000.0,3088.0,征服赛季,6,6,362,1
0,201910270102116-1-DRCHSBKU9CPB6W,神乄迷弟,520.0,580.0,备战区,4,5,163,1
0,202001261702116-1-DR6AL8PLYVVRXC,梦魇丶十二钗,3800.0,3800.0,征服赛季,2,6,312,1
0,202001261702116-1-DR6AL8PLYVVRXC,梦魇丶十二钗,3800.0,3800.0,征服赛季,2,6,312,1
0,202001262002116-1-JUMYJVJTLZ3CUH,丿紫衣侯,1788.0,2150.0,征服赛季,5,6,366,1
0,201911221802116-1-UHUDKKQQ59BSP9,三基友之硕,500.0,1500.0,备战区,13,7,176,1
0,201908051402116-1-HT5E1TOJBIGJPW,秦一世,3000.0,5600.0,备战区,4,7,246,1
0,202001252102116-1-PNBFO4DOCFSMKP,利涉大川,679.0,699.0,征服赛季,12,4,202,1
0,202001261602116-1-FJXB3U5VENR1UJ,安夷铁骑,880.0,880.0,征服赛季,2,4,116,1
0,202001261902116-1-NMCPLSXSOZQCLT,烽火戏诸侯啊,200.0,200.0,备战区,7,1,81,1
0,202001261902116-1-QEBR6TVGLILGDY,珏丨熊鹰,2222.0,3456.0,备战区,4,9,265,1
0,201911220302116-1-UMTZDGGBJYX5RX,W1448,1188.0,800.0,征服赛季,61,1,136,1
0,202001250802116-1-CFTXMBUXE8CAMC,鬼丶丑奴儿,2500.0,2500.0,备战区,3,9,335,1
0,202001071502116-1-N7NFRHEXZ7PNYR,御丨咖啡,1000.0,1400.0,备战区,1,6,161,1
0,202001130902116-1-QUBV3UE7XWF7BB,小伙子怎么说,200.0,260.0,备战区,1,1,67,1
0,202001261702116-1-EQYZLCGXUQB9VA,风丶划水警告,3666.0,3666.0,征服赛季,2,10,250,1
0,202001242202116-1-YG25JKY3X1KHJJ,凉州于禁,300.0,300.0,备战区,1,1,74,1
0,201911121502116-1-WYIQI3BQNWIE2O,小烟托,3000.0,4350.0,备战区,82,5,204,1
0,202001242202116-1-SYU4IZ7A8VAPMK,一杯红茶,200.0,200.0,征服赛季,0,1,68,1
0,202001111002116-1-UECLS1HVXZZWE9,永安游击军,280.0,300.0,备战区,8,2,122,1
0,202001072302116-1-J1PW6RKBOVWCMO,君莫喜,1100.0,1200.0,备战区,22,5,236,1
0,202001041102116-1-LQ6BYTJLGT74MI,双枪将,1999.0,2999.0,备战区,2,8,261,1
0,202001070902116-1-9QILKDPJWMXY85,十一月雨,1455.0,1555.0,征服赛季,5,6,165,1
0,202001092302116-1-9TGHOXFQOH52M6,大嘴巴子,3400.0,4111.0,备战区,16,8,282,1
0,201912222202116-1-BXFNQXUGJF5AIC,一枕月初凉,200.0,200.0,备战区,3,1,71,1
0,202001081902116-1-MOB3M8VEPZ1E4Z,高唐十九弓,3500.0,5500.0,备战区,7,8,280,1
0,201911172002116-1-YZTDYY6NVICWOP,5YY,200.0,210.0,备战区,7,1,95,1
0,202001031502116-1-RNWEVB249TJINN,小绿豆,700.0,800.0,备战区,1,1,108,1
0,201908141902116-1-L7YIFGNTUSAYQL,信丨绝对黑洞,500.0,666.0,备战区,3,3,155,1
0,202001081302116-1-PZJSBPJYWIAPVG,风冷冷,888.0,999.0,征服赛季,1,2,157,1
0,201911091602116-1-IHOCWQWHJU4XRI,酒泉白耳兵,200.0,240.0,备战区,1,2,94,1
0,201909231602116-1-5SC3XGPHH6FGST,风丨大大卷,1900.0,2000.0,备战区,16,7,255,1
0,202001261502116-1-EQCUD8LC0TYBR5,天孤星丨豆爹,3400.0,3500.0,征服赛季,8,7,311,1
0,202001081402116-1-L8UMVFJ4YRZWGA,胡丨五筒,1500.0,1500.0,征服赛季,4,7,250,1
0,202001251002116-1-A0DLOWPJGSAGJP,牛将军,200.0,200.0,备战区,2,2,68,1
0,202001111302116-1-STZ9VQO25CADCX,陆平平,200.0,200.0,征服赛季,4,0,56,1
0,202001111002116-1-KYA7DHIFGF80GW,打不死的小强,500.0,500.0,备战区,26,3,145,1
0,202001261202116-1-TOQD7J4UPQ81W0,欧皇来了,298.0,200.0,备战区,2,2,150,1
0,202001261502116-1-VR624SCNKHGGSX,青鸾,1759.0,2000.0,征服赛季,4,7,266,1
0,202001212302116-1-VTNALANWHN0ICT,焱丶零零九,2000.0,500.0,备战区,1,5,362,1
0,202001212302116-1-V2CBI0XT1JYPDS,日后最美,1600.0,666.0,备战区,18,5,265,1
0,202001101602116-1-BYH9TUTFPCTNV7,丁鹏,1400.0,1200.0,征服赛季,17,7,220,1
0,202001261302116-1-PCQTRU6W8NVPVH,我有个大棒槌,1500.0,2000.0,征服赛季,3,7,226,1
0,202001261302116-1-9OPTBQNHSAJDQW,五帝,300.0,500.0,征服赛季,4,2,151,1
0,201912281202116-1-JF9TQASA1HMD4A,云骐,200.0,200.0,备战区,0,1,66,1
0,202001062102116-1-UL2MVJ9UGPIWHV,狼虎之师,328.0,828.0,征服赛季,8,3,151,1
0,202001250202116-1-U9V8ZLRBSDOVVU,王卵之,1999.0,1999.0,征服赛季,5,8,320,1
0,201912182002116-1-BWVHXKS0YVHTRA,顾无道,1900.0,2000.0,备战区,9,8,361,1
0,202001261202116-1-H65DGZNZM6CH6T,武丨青玄,3000.0,2900.0,征服赛季,2,6,336,1
0,201906061002116-1-SW3A8T80VEPEYV,带方羽林军,3000.0,4000.0,备战区,7,8,263,1
0,201910121602116-1-3TXCLRIPPUPUQH,无风丨馨雨蠂,3000.0,2500.0,备战区,2,9,348,1
0,202001171902116-1-6L1BILXB9P0QDG,泪沾衫,2100.0,2000.0,征服赛季,1,7,271,1
0,201912031202116-1-QCJFOMWEBICBAI,华夏关关,2899.0,3200.0,征服赛季,62,11,442,1
0,202001261202116-1-T4SMP7OOGII8FZ,闲云野人,1488.0,1488.0,征服赛季,1,6,198,1
0,202001101202116-1-KKRFTBZU13DNOY,星炎浮屠,1700.0,2300.0,征服赛季,9,9,303,1
0,201910131802116-1-BSO4ICHXYLJ7TP,义勇军突击队,500.0,1200.0,备战区,27,1,125,1
0,202001261202116-1-YZMTQJ1IU6MKNJ,青生,799.0,900.0,备战区,1,5,164,1
0,202001261202116-1-BJAAZT26VLJ6YB,广德敢死军,299.0,500.0,征服赛季,9,2,139,1
0,202001261102116-1-IOE37PGBBMDQMH,剑非道,500.0,800.0,征服赛季,0,4,116,1
0,202001110302116-1-OD3SZYP6VYNHKR,观津解烦兵,330.0,320.0,征服赛季,3,3,117,1
0,202001260802116-1-MVSDBICPXAR050,东方二筒,1000.0,1500.0,备战区,0,4,196,1
0,202001260802116-1-MVSDBICPXAR050,东方二筒,1000.0,1500.0,备战区,0,4,196,1
0,202001090802116-1-2XOKYGFFP1NBNS,启下,2000.0,2500.0,征服赛季,0,5,128,1
0,202001230302116-1-MNVB9DLSCCS4NA,聖丨果冻,490.0,400.0,备战区,11,6,142,1
0,202001110702116-1-FFMUDGANH2ACK9,九州丨逍遥,200.0,200.0,备战区,0,1,66,1
0,202001212202116-1-QPIBS4GFVD5KAE,昨夜的酒,900.0,900.0,备战区,1,4,236,1
0,201912250802116-1-EMSXU0VTF5POZU,北凉骁骑,1000.0,1500.0,备战区,10,4,159,1
0,202001261002116-1-SRFEWB1PXRTNTZ,醉红颜丨岚灵,685.0,200.0,征服赛季,113,5,178,1
0,201912291002116-1-6HHOYK8SER0JGC,路飞1,500.0,800.0,备战区,14,5,147,1
0,202001260202116-1-W6PXQ0PJ1VGNFX,君丨公子扶苏,3899.0,4000.0,征服赛季,1,7,290,1
0,202001241202116-1-B6MJDAQGYVABNW,御l梦魇,1135.0,1135.0,备战区,2,6,207,1
0,202001241202116-1-4IUIUVKDHVD2JX,一面埋伏,998.0,998.0,征服赛季,0,3,99,1
0,202001260802116-1-AHUR47QS56RFW9,醉丨潇湘夜雨,250.0,500.0,备战区,0,2,99,1
0,202001040802116-1-KODUSQT0OZSPWP,征战丶迷人,1000.0,1180.0,备战区,7,4,178,1
0,201912281502116-1-15ICSP8PEOB2WN,最臭的弟弟,500.0,500.0,备战区,21,4,141,1
0,202001052202116-1-L9DWHRQHXQ53AJ,幽州虎贲军,400.0,600.0,征服赛季,4,3,151,1
0,201911180802116-1-WXTJ8WFTFGHLGL,明月松间照,980.0,1800.0,备战区,75,6,149,1
0,202001260902116-1-4DBSJVCRQHDOTR,请喊我八爷,1988.0,1988.0,征服赛季,8,4,262,1
0,201911291902116-1-NWBV5V3NP793P1,凸鼻南波湾,2999.0,3800.0,备战区,33,9,377,1
0,201912272102116-1-6AOBSI4PMCBJXQ,至尊宝丶,1499.0,1999.0,备战区,2,7,217,1
0,202001081902116-1-GY0UBJI4DYGTZJ,墨白丶王炸,880.0,1000.0,备战区,6,5,181,1
0,201912061402116-1-0NRITKLPVEQEVR,大陵夷兵,200.0,255.0,备战区,29,1,82,1
0,201911301102116-1-ADTGHYKZZPAHCG,伊法魔尼,1222.0,3333.0,备战区,0,3,189,1
0,202001101902116-1-HHRLCPOWPHM40L,沫夕,666.0,888.0,征服赛季,3,5,156,1
0,201912271802116-1-M0DTU1696XRBVU,幻风铃,2100.0,3000.0,备战区,3,7,181,1
0,201909281302116-1-YB0NVYQAMUZ9AR,龍丶纳兰焯,653.0,2000.0,备战区,6,5,164,1
0,201911271302116-1-RGBW4SBJYDAP0Y,墨丨苏怜星,999.0,1500.0,备战区,45,7,190,1
0,202001120002116-1-T79PXFTCEFBBQK,嬴丨混子明,3350.0,5000.0,备战区,4,7,312,1
0,202001251302116-1-0NVNNDC5SP945K,天弦丶苏杭城,2699.0,2888.0,备战区,17,9,346,1
0,202001252102116-1-KQCHMUV94RMFN3,墨锦倾城,3000.0,3000.0,备战区,7,7,274,1
0,201912201502116-1-MAZB5PN23JDRQQ,河朔十八骑,600.0,600.0,备战区,11,2,141,1
0,201912062302116-1-SGVLEU7FAPDFZM,该怎么办,200.0,300.0,备战区,2,2,92,1
0,201911012102116-1-458FOLAXJJX5EO,南中十五步,444.0,435.0,备战区,6,1,129,1
0,202001101602116-1-XEK5J4IFVQDDNQ,菠萝猪丶,1111.0,1888.0,备战区,16,7,201,1
0,202001241602116-1-SESAZPYQB6ISZR,咸阳斥候,1000.0,1000.0,征服赛季,0,3,168,1
0,202001040902116-1-6LF68FLRAUN5LX,江一笑,1099.0,1998.0,备战区,11,6,205,1
0,202001061402116-1-ZL2N1YDO6ZGI7V,天籁丶无声,2800.0,3300.0,备战区,5,9,323,1
0,202001081202116-1-WTIXSJT9FGGZY7,朵颜鬼手掏,400.0,500.0,征服赛季,2,5,170,1
0,202001252002116-1-WZ8PGA0MBOFFUA,帝丿祭酒,399.0,544.0,征服赛季,0,2,91,1
0,201912251302116-1-WCIZU2YJBKWCIH,巴郡丶欧洲豆,2488.0,2588.0,征服赛季,2,9,315,1
0,202001051102116-1-21QUZJGKO09MWO,铁乌鸦,200.0,200.0,备战区,7,1,85,1
0,201911172102116-1-ROL4HKXAHDJNCF,定陶白袍军,1000.0,2200.0,备战区,13,5,305,1
0,202001150102116-1-JI4D3VHDR94NB6,白描,888.0,888.0,征服赛季,4,4,164,1
0,202001242102116-1-P2TMKL7Q4BVUWW,青恋往,200.0,200.0,征服赛季,0,0,52,1
0,202001251402116-1-L9JWEKBOQZKF4D,天文奇观,300.0,200.0,备战区,2,3,87,1
0,202001251302116-1-SC0XSCNLR4OSVU,鎮丨蕭婁,1200.0,1200.0,征服赛季,12,6,210,1
0,202001191502116-1-WJQ8DDYRQ7JGUY,瓜皮的曹操爹,2000.0,1000.0,征服赛季,2,5,260,1
0,201912272002116-1-WKZK5FVJSTSHHA,大梨,600.0,800.0,备战区,6,4,151,1
0,202001241102116-1-Z6SVNXRIWAMWFV,吴亦凡小老弟,200.0,200.0,征服赛季,2,0,63,1
0,201911101902116-1-GI6HTOAYRIVO3S,贼菜,2000.0,2500.0,备战区,21,7,340,1
0,202001251602116-1-UFKGLUCGXVBLCL,仙人指路,280.0,280.0,备战区,1,1,105,1
0,201910231102116-1-U9LLRJ5DP67TZY,L改变命运,2700.0,3900.0,备战区,22,8,300,1
0,202001071102116-1-DVVZEU5GHUOCOG,帝都乄杀无赦,800.0,5000.0,征服赛季,2,4,176,1
0,202001242302116-1-DVVEUCAWVS1AZA,千阳君,2000.0,2000.0,征服赛季,2,7,260,1
0,202001161402116-1-B4Z8MTTL0CAQGL,91言午,3166.0,3166.0,征服赛季,0,6,331,1
0,201912222102116-1-PYOTUBLX6QRZSJ,屠城万里,229.0,222.0,备战区,3,1,83,1
0,201912291202116-1-P0E3HYNQLVVPDW,浮生尽,2500.0,3000.0,备战区,3,7,362,1
0,201911021802116-1-EHL8RFBA3PXNF9,三国闲人,750.0,800.0,备战区,58,4,114,1
0,202001251802116-1-ELMFR9JW9HP1DQ,夜笙,1200.0,2400.0,征服赛季,1,3,230,1
0,202001251702116-1-W1BQPU9VK2VHD8,恩赐解脱,650.0,700.0,备战区,10,4,170,1
0,202001201202116-1-752H4B6QVIZ7F6,大道之行也,1299.0,1299.0,备战区,3,3,237,1
0,202001241202116-1-GTFAQ2XZAJYSTV,夜丨首都航空,2000.0,1888.0,备战区,0,4,189,1
0,202001241102116-1-5UWTUA3QPDH1ZA,故宫,200.0,200.0,备战区,0,0,63,1
0,202001221302116-1-7W0PUKRSGPDSUG,摸仙堡,400.0,400.0,备战区,12,6,152,1
0,201912151602116-1-IHWHTJLIRYSGL2,钉磊,1200.0,1800.0,备战区,80,4,248,1
0,201911020802116-1-XOA127NVLBSVUL,天下息兵,200.0,200.0,备战区,2,1,90,1
0,201911092302116-1-KACPLX72MGUQAF,龍I刘备,260.0,300.0,备战区,5,4,124,1
,seller_roleid,seller_name,price,first_onsale_price,area_name,collect_num,key_num,general_value,description
